deployment_project_reference,deployment_guid,latitude,longitude,time,recovery_datetime_utc,array_name,bottom_depth,depth,deployment_comments,datacenter_reference
COLR,nepCOLRCOLR-RKm22.5_59-VR2W-107769-1846,46.23967,-123.8786,2011-04-09T21:30:00Z,2011-07-18T00:10:00Z,COLR,14.3,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_60-VR2-4070-1077,46.23954,-123.87424,2007-05-10T23:25:00Z,2007-07-25T21:34:00Z,COLR,18.6,18.6,Null,nep
COLR,nepCOLRCOLR-RKm22.5_60-VR2W-100051-1274,46.24061667,-123.8759333,2008-04-22T00:30:00Z,2008-07-04T13:00:00Z,COLR,4.6,4.6,Null,nep
COLR,nepCOLRCOLR-RKm22.5_60-VR2W-104982-1847,46.24041,-123.87491,2011-04-07T21:30:00Z,2011-07-17T23:45:00Z,COLR,8.2,0,Null,nep
COLR,nepCOLRCOLR-RKm22.5_60-VR2W-104998-1651,46.24036667,-123.8751,2010-03-19T20:39:00Z,2010-08-07T18:00:00Z,COLR,8.2,8.2,Null,nep
COLR,nepCOLRCOLR-RKm22.5_61-VR2-6863-1078,46.24051,-123.87495,2007-05-10T23:07:00Z,2007-07-25T21:24:00Z,COLR,9.1,9.1,Null,nep
COLR,nepCOLRCOLR-RKm222.1_01-VR3-UWM-4-1652,45.59295,-122.07965,2010-04-17T00:52:00Z,2010-08-13T02:25:00Z,COLR,14,12.5,Uploaded on deck,nep
COLR,nepCOLRCOLR-RKm222.1_02-VR3-UWM-11-1653,45.59673,-122.07875,2010-04-17T01:26:00Z,2010-08-13T02:06:00Z,COLR,13,11.5,Uploaded on deck,nep
COLR,nepCOLRCOLR-RKm223.7_01-VR3-UWM-15-1079,45.60116,-122.05769,2007-05-10T09:14:24Z,2008-07-27T21:32:00Z,COLR,15.7,14.7,"Download only this date, so assumed lost after this.",nep
COLR,nepCOLRCOLR-RKm223.7_01-VR3-UWM-15-1079-F,45.60116,-122.05769,2008-07-27T22:32:00Z,2008-08-25T02:59:00Z,COLR,15.7,14.7,LOST AND FOUND UNIT; Found along the Columbia River (artifical record to represent lost period after last successful donwload.),nep
COLR,nepCOLRCOLR-RKm223.7_01-VR3-UWM-15-1496,45.60121,-122.05766,2009-04-15T02:50:00Z,2010-08-13T01:10:00Z,COLR,16.5,15.5,Uploaded on deck,nep
COLR,nepCOLRCOLR-RKm223.7_01-VR3-UWM-51-624,45.60124,-122.05756,2006-04-25T18:05:00Z,,COLR,15.5,14,LOST UNIT - UNABLE TO LOCATE,nep
COLR,nepCOLRCOLR-RKm223.7_02-VR3-UWM-75-1654,45.60353,-122.06072,2010-04-16T23:27:00Z,2010-08-13T04:31:00Z,COLR,19.9,18.4,Uploaded on deck,nep
COLR,nepCOLRCOLR-RKm223.7_02-VR3-UWM-75-625,45.60329,-122.06081,2006-04-25T17:32:00Z,2009-02-22T01:49:00Z,COLR,24.7,23.2,"Download only this date, so assumed lost after this.",nep
COLR,nepCOLRCOLR-RKm223.7_02-VR3-UWM-75-625-F,45.60667,-122.05617,2009-02-22T02:49:00Z,2009-07-30T02:59:00Z,COLR,24.7,23.2,LOST AND FOUND UNIT. RECOVERY COORDINATES ESTIMATED. (artifical record to represent lost period after last successful donwload.),nep
COLR,nepCOLRCOLR-RKm225.3_01-VR3-UWM-15-626,45.60778,-122.0426,2006-04-25T19:03:00Z,2006-08-17T22:55:00Z,COLR,28.3,26.8,"Download only this date, so assumed lost after this.",nep
COLR,nepCOLRCOLR-RKm225.3_01-VR3-UWM-15-626-F,45.60778,-122.0426,2006-08-17T23:55:00Z,2006-09-05T01:30:00Z,COLR,28.3,26.8,LOST AND FOUND UNIT. RECOVERED BY FISHERMAN (artifical record to represent lost period after last successful donwload.),nep
COLR,nepCOLRCOLR-RKm225.3_01-VR3-UWM-215-1080,45.60785,-122.04286,2007-05-10T16:40:00Z,2010-02-27T00:41:00Z,COLR,24.7,23.7,"Download only this date, so assumed lost after this.",nep
COLR,nepCOLRCOLR-RKm225.3_01-VR3-UWM-215-1080-F,45.60785,-122.04286,2010-02-27T01:41:00Z,2010-06-17T06:00:00Z,COLR,24.7,23.7,"LOST AND FOUND UNIT, FOUND FLOATING ON SURFACE AT ~RKM138; ROPE FRAYED (artifical record to represent lost period after last successful donwload.)",nep
COLR,nepCOLRCOLR-RKm225.3_02-VR3-UWM-16-627,45.61043,-122.04369,2006-04-25T18:35:00Z,2010-08-13T05:25:00Z,COLR,22.9,21.4,Uploaded on deck,nep
COLR,nepCOLRCOLR-RKm339.6_01-VR3-UWM-10-628,45.68748,-120.78551,2006-04-26T20:40:00Z,2007-08-05T21:52:00Z,COLR,11,9.5,"Download only this date, so assumed lost after this.",nep
COLR,nepCOLRCOLR-RKm339.6_01-VR3-UWM-10-628-F,45.68748,-120.78551,2007-08-05T22:52:00Z,2010-07-22T02:59:00Z,COLR,11,9.5,"LOST AND FOUND UNIT, Unit pulled up in the Dalles pool just below John Day dam. Gill netting in the Columbia River in the Mary Hill Area (Celilo Oregon) (artifical record to represent lost period after last successful donwload.)",nep
COLR,nepCOLRCOLR-RKm339.6_02-VR3-UWM-11-1081,45.68946,-120.78647,2007-05-10T05:49:00Z,2007-08-05T21:32:00Z,COLR,0,0,"Download only this date, so assumed lost after this.",nep
COLR,nepCOLRCOLR-RKm339.6_02-VR3-UWM-11-1081-F,45.68946,-120.78647,2007-08-05T22:32:00Z,2008-03-02T03:59:00Z,COLR,0,0,"LOST AND FOUND UNIT, Fisher hauled it up. (artifical record to represent lost period after last successful donwload.)",nep
COLR,nepCOLRCOLR-RKm339.6_02-VR3-UWM-11-629,45.68924,-120.78617,2006-04-26T19:40:00Z,2006-08-18T19:14:00Z,COLR,20.3,18.8,"Download only this date, so assumed lost after this.",nep
COLR,nepCOLRCOLR-RKm339.6_02-VR3-UWM-11-629-F,45.68924,-120.78617,2006-08-18T20:14:00Z,2007-02-14T06:30:00Z,COLR,20.3,18.8,LOST AND FOUND UNIT. RECOVERED BY FISHERMAN (artifical record to represent lost period after last successful donwload.),nep
COLR,nepCOLRCOLR-RKm341.2_01-VR3-UWM-4-630,45.68966,-120.77738,2006-04-27T00:10:00Z,2009-02-21T00:51:00Z,COLR,11.5,10,"Download only this date, so assumed lost after this.",nep
COLR,nepCOLRCOLR-RKm341.2_01-VR3-UWM-4-630-F,45.68966,-120.77738,2009-02-21T01:51:00Z,2009-09-01T02:59:00Z,COLR,11.5,10,LOST AND FOUND UNIT. RECOVERED BY FISHERMAN. Found coordinates approximated to the deployment coordinates. (artifical record to represent lost period after last successful donwload.),nep
COLR,nepCOLRCOLR-RKm341.2_02-VR3-UWM-5-631,45.69184,-120.77895,2006-04-26T21:15:00Z,2010-08-13T20:56:00Z,COLR,15.2,13.7,Uploaded on deck,nep
COLR,nepCOLRCOLR-RKm350.8_01-VR3-UWM-43-1275,45.73019,-120.65994,2008-04-08T21:16:00Z,2010-08-17T04:05:00Z,COLR,31.1,29.1,Null,nep
COLR,nepCOLRCOLR-RKm350.8_02-VR3-UWM-44-1277,45.7319,-120.66227,2008-04-08T21:27:00Z,,COLR,38.4,36.4,Null,nep
COLR,nepCOLRCOLR-RKm350.8_03-VR3-UWM-205-1278,45.73362,-120.66492,2008-04-08T21:40:00Z,2010-08-14T00:08:00Z,COLR,36.6,34.6,Null,nep
COLR,nepCOLRCOLR-RKm350.8_04-VR3-UWM-206-1279,45.73549,-120.66737,2008-04-08T21:46:00Z,2010-08-13T23:01:00Z,COLR,34.7,32.7,Null,nep
COLR,nepCOLRCOLR-RKm497.3_01-VR3-UWM-49-632,45.99549,-118.98534,2006-04-27T22:07:00Z,2010-08-14T20:50:00Z,COLR,15,13.5,Null,nep
COLR,nepCOLRCOLR-RKm497.3_02-VR3-UWM-50-633,45.99629,-118.98914,2006-04-27T21:54:00Z,2010-08-14T19:11:00Z,COLR,19.4,17.9,Null,nep
COLR,nepCOLRCOLR-RKm497.3_03-VR3-UWM-52-634,45.99722,-118.99301,2006-04-27T21:30:00Z,2010-08-14T20:20:00Z,COLR,11.7,10.2,Null,nep
COLR,nepCOLRCOLR-RKm497.3_04-VR3-UWM-250-1280,45.99827,-118.99721,2008-04-07T21:02:00Z,2010-08-14T21:00:00Z,COLR,14.3,12.3,Null,nep
COLR,nepCOLRCOLR-RKm497.3_04-VR3-UWM-54-644,45.9983,-118.99724,2006-04-27T16:10:00Z,2007-08-02T20:58:00Z,COLR,15,13.5,"Download only this date, so assumed lost after this.",nep
COLR,nepCOLRCOLR-RKm497.3_04-VR3-UWM-54-644-F,45.9983,-118.99724,2007-08-02T21:58:00Z,2008-02-17T03:59:00Z,COLR,15,13.5,LOST AND FOUND UNIT; Retrieved from deployed location. (artifical record to represent lost period after last successful donwload.),nep
COLR,nepCOLRCOLR-RKm503.7_01-VR3-UWM-3-645,46.04068,-118.94288,2006-04-27T23:47:00Z,2010-08-15T00:00:00Z,COLR,16.3,14.8,Null,nep
COLR,nepCOLRCOLR-RKm503.7_02-VR3-UWM-7-646,46.04058,-118.94703,2006-04-27T23:33:00Z,2010-08-15T00:30:00Z,COLR,14.1,12.6,Null,nep
COLR,nepCOLRCOLR-RKm503.7_03-VR3-UWM-12-647,46.04062,-118.94982,2006-04-27T23:11:00Z,2010-08-15T01:15:00Z,COLR,13.9,12.4,Null,nep
COLR,nepCOLRCOLR-RKm503.7_04-VR3-UWM-48-648,46.04048,-118.95338,2006-04-27T22:52:00Z,2010-08-15T02:30:00Z,COLR,10.2,8.7,Null,nep
COLR,nepCOLRCOLR-RKm676_01-VR3-UWM-47-919,46.68279,-117.63104,2006-04-28T19:58:00Z,2010-08-16T04:49:00Z,COLR,16.6,15.1,Uploaded on deck,nep
COLR,nepCOLRCOLR-RKm676_02-VR3-UWM-53-920,46.68377,-117.62903,2006-04-28T19:30:00Z,2010-08-16T06:37:00Z,COLR,11.7,10.2,Uploaded on deck,nep
COLR,nepCOLRCOLR-RKm681_01-VR3-UWM-8-921,46.67708,-117.56815,2006-04-28T04:25:00Z,2010-08-16T00:25:00Z,COLR,13.2,11.7,Null,nep
COLR,nepCOLRCOLR-RKm681_02-VR3-UWM-14-922,46.67856,-117.56833,2006-04-29T00:45:00Z,2010-08-16T07:56:00Z,COLR,15,13.5,Uploaded on deck,nep
COLR,nepCOLRCOLR-RKm7.7_01-VR2W-100327-1656,46.24050167,-124.000865,2010-04-18T03:56:00Z,2010-08-02T16:35:00Z,COLR,8.2,3.2,Null,nep
COLR,nepCOLRCOLR-RKm7.7_01-VR2W-107659-1995,46.24264,-124.00131,2011-04-09T23:27:00Z,2011-07-13T23:35:00Z,COLR,12.1,9.1,Null,nep
COLR,nepCOLRCOLR-RKm7.7_02-VR2W-100325-1579,46.244095,-124.0032833,2010-04-18T03:48:00Z,,COLR,12.8,7.8,LOST UNIT - LOCATED BUT UNABLE TO RECOVER,nep
COLR,nepCOLRCOLR-RKm7.7_02-VR2W-107660-1996,46.24534,-124.00671,2011-04-09T23:36:00Z,2011-07-13T23:29:00Z,COLR,6.6,3.6,Null,nep
COLR,nepCOLRCOLR-RKm7.7_03-VR2W-100324-1580,46.24807,-124.0050183,2010-04-18T03:38:00Z,,COLR,19.2,14.2,LOST UNIT - LOCATED BUT UNABLE TO RECOVER,nep
COLR,nepCOLRCOLR-RKm7.7_03-VR2W-107661-1997,46.24797,-124.00371,2011-04-09T23:41:00Z,2011-07-13T23:21:00Z,COLR,19.2,14.2,Null,nep
COLR,nepCOLRCOLR-RKm7.7_04-VR2W-100091-1657,46.25126333,-124.0063833,2010-04-18T03:30:00Z,2010-08-04T16:45:00Z,COLR,22.9,17.9,Null,nep
COLR,nepCOLRCOLR-RKm7.7_04-VR2W-107709-1998,46.25083,-124.00664,2011-04-09T23:49:00Z,,COLR,21.8,16.8,LOST UNIT - UNABLE TO LOCATE,nep
COLR,nepCOLRCOLR-RKm7.7_05-VR2W-100061-1587,46.25433333,-124.00805,2010-04-18T03:21:00Z,,COLR,23.8,18.8,LOST UNIT - UNABLE TO LOCATE,nep
COLR,nepCOLRCOLR-RKm7.7_05-VR2W-107710-1999,46.25405,-124.01254,2011-04-09T23:57:00Z,2011-07-13T22:56:00Z,COLR,23.6,18.6,Null,nep
COLR,nepCOLRCOLR-RKm7.7_06-VR2W-100060-1658,46.25797333,-124.0094983,2010-04-18T03:12:00Z,2010-08-03T16:50:00Z,COLR,29.3,24.3,Null,nep
COLR,nepCOLRCOLR-RKm7.7_06-VR2W-112644-2000,46.25655,-124.00902,2011-04-10T00:04:00Z,2011-07-13T22:48:00Z,COLR,26,21,Null,nep
COLR,nepCOLRCOLR-RKm7.7_07-VR2W-100057-1659,46.26170333,-124.0108367,2010-04-18T03:01:00Z,2010-08-03T21:29:00Z,COLR,13.2,8.2,Null,nep
COLR,nepCOLRCOLR-RKm7.7_07-VR2W-112646-2001,46.25961667,-124.0023667,2011-04-10T00:13:00Z,2011-07-13T22:41:00Z,COLR,16.3,11.3,Null,nep
COLR,nepCOLRCOLR-RKm7.7_08-VR2W-100059-1660,46.26888167,-124.0035433,2010-04-18T21:25:00Z,2010-08-03T20:40:00Z,COLR,9.5,6.5,Null,nep
COLR,nepCOLRCOLR-RKm7.7_08-VR2W-112647-2002,46.2628,-123.9998167,2011-04-10T00:19:00Z,2011-07-13T22:35:00Z,COLR,4.9,2.9,Null,nep
COLR,nepCOLRCOLR-RKm7.7_09-VR2W-112645-2003,46.26118333,-124.01115,2011-04-10T00:07:00Z,2011-07-13T22:31:00Z,COLR,21.9,16.9,Null,nep
COLR,nepCOLRCOLR-RKm8.8_01-VR2W-100329-1575,46.231825,-123.9911383,2010-04-18T04:18:00Z,,COLR,7.3,2.3,LOST UNIT - DESTROYED; estimated Recovery Date and Time,nep
COLR,nepCOLRCOLR-RKm8.8_01-VR2W-107657-2004,46.23092,-123.98919,2011-04-09T23:06:00Z,2011-07-13T21:26:00Z,COLR,6.6,4.6,Null,nep
COLR,nepCOLRCOLR-RKm8.8_02-VR2W-100332-1661,46.23503167,-123.9886933,2010-04-18T04:27:00Z,2010-08-02T16:15:00Z,COLR,14.6,9.6,Null,nep
COLR,nepCOLRCOLR-RKm8.8_02-VR2W-107658-2005,46.23443,-123.98923,2011-04-09T23:13:00Z,2011-07-13T21:33:00Z,COLR,11.9,7.9,Null,nep
COLR,nepCOLRCOLR-RKm8.8_03-VR2-6871-1662,46.23914667,-123.9874367,2010-04-18T22:24:00Z,2010-08-02T16:08:00Z,COLR,12.4,7.4,Null,nep
COLR,nepCOLRCOLR-RKm8.8_03-VR2W-112654-2006,46.23758,-123.98666,2011-04-10T00:53:00Z,2011-05-04T02:59:00Z,COLR,12.8,10.8,LOST AND FOUND UNIT; Found on Long Beach Penninsula.,nep
COLR,nepCOLRCOLR-RKm8.8_04-VR2W-104903-1663,46.24290667,-123.9875467,2010-04-18T22:14:00Z,2010-08-02T04:25:00Z,COLR,8.6,3.6,Null,nep
COLR,nepCOLRCOLR-RKm8.8_04-VR2W-112653-2007,46.24095,-123.98653,2011-04-10T00:49:00Z,2011-07-13T21:56:00Z,COLR,10.4,8.4,Null,nep
COLR,nepCOLRCOLR-RKm8.8_05-VR2W-104002-1664,46.24750667,-123.9874783,2010-04-18T22:05:00Z,2010-08-02T17:25:00Z,COLR,9.5,4.5,Null,nep
COLR,nepCOLRCOLR-RKm8.8_05-VR2W-112652-2008,46.24451,-123.98661,2011-04-10T00:45:00Z,2011-07-13T22:00:00Z,COLR,8,6,Null,nep
COLR,nepCOLRCOLR-RKm8.8_06-VR2W-103999-1581,46.25121833,-123.9878467,2010-04-18T21:57:00Z,,COLR,20.1,15.1,LOST UNIT - LOCATED BUT UNABLE TO RECOVER,nep
COLR,nepCOLRCOLR-RKm8.8_06-VR2W-112651-2009,46.24804,-123.9866,2011-04-10T00:42:00Z,2011-07-13T22:04:00Z,COLR,10.1,8.1,Null,nep
COLR,nepCOLRCOLR-RKm8.8_07-VR2W-103994-1582,46.25505333,-123.9889533,2010-04-18T21:51:00Z,,COLR,17.9,12.9,LOST UNIT - LOCATED BUT UNABLE TO RECOVER,nep
COLR,nepCOLRCOLR-RKm8.8_07-VR2W-112649-2010,46.25156,-123.98655,2011-04-10T00:38:00Z,2011-07-13T22:09:00Z,COLR,21,19,Null,nep
COLR,nepCOLRCOLR-RKm8.8_08-VR2W-100328-1665,46.25837,-123.989965,2010-04-18T21:42:00Z,2010-08-03T21:10:00Z,COLR,7.9,2.9,Null,nep
COLR,nepCOLRCOLR-RKm8.8_08-VR2W-112650-2011,46.25515,-123.9866,2011-04-10T00:34:00Z,2011-07-13T22:12:00Z,COLR,16.8,14.8,Null,nep
COLR,nepCOLRCOLR-RKm8.8_09-VR2W-112648-2012,46.25827,-123.98925,2011-04-10T00:29:00Z,2011-07-13T22:20:00Z,COLR,7.5,5.5,Recovery position is ~19Nullm from deployed position and ~9NullNullm away from neighbouring unit; TANGLED IN CRAB POT LINE,nep
COLR,nepCOLRCOLR-RKm86.6_01-VR2W-100042-1655,46.18307,-123.17229,2010-04-17T18:08:00Z,2010-08-11T23:11:00Z,COLR,7.9,4.9,Null,nep
COLR,nepCOLRCOLR-RKm86.6_02-VR2W-100051-1570,46.18485,-123.17393,2010-04-17T18:19:00Z,2010-09-21T03:00:00Z,COLR,11.2,8.2,ELECTRONICS RECOVERED BY DIVER,nep
COLR,nepCOLRCOLR-RKm86.6_03-VR2W-100052-1576,46.18803,-123.17374,2010-04-17T18:30:00Z,,COLR,17.6,14.6,LOST UNIT - LOCATED BUT UNABLE TO RECOVER,nep
COLR,nepCOLRCOLR-RKm87.2_01-VR2W-100053-1577,46.18721,-123.16747,2010-04-17T18:39:00Z,,COLR,11.3,8.3,LOST UNIT - LOCATED BUT UNABLE TO RECOVER,nep
COLR,nepCOLRCOLR-RKm87.5_01-VR2W-100056-1578,46.188,-123.16145,2010-04-17T18:49:00Z,2011-02-13T03:59:00Z,COLR,11.3,8.3,LOST AND FOUND UNIT. FOUND FLOATING BUT STILL CONNECTED TO ANCHOR ON BOTTOM.,nep
COLR,nepCOLRCOLR-RKm87.5_02-VR2W-104001-1571,46.19061,-123.16289,2010-04-17T18:59:00Z,2010-09-20T21:00:00Z,COLR,18.7,15.7,ELECTRONICS RECOVERED BY DIVER,nep
COQT,nepCOQTCOQUITLAM001-VR2-1627-562,49.35468333,-122.7770833,2005-07-04T03:00:00Z,2005-08-03T23:06:00Z,COQT,5,5,Null,nep
COQT,nepCOQTCOQUITLAM001-VR2-1798-561,49.35468333,-122.7770833,2005-04-09T21:30:00Z,2005-07-04T12:00:00Z,COQT,5,5,Null,nep
COQT,nepCOQTCOQUITLAM002-VR2-1799-563,49.35521667,-122.77975,2005-04-09T21:45:00Z,2005-08-03T23:12:00Z,COQT,3,3,Null,nep
COQT,nepCOQTCOQUITLAM003-VR2-1797-564,49.36893333,-122.78915,2005-04-09T22:35:00Z,2005-08-04T02:03:00Z,COQT,15,15,Null,nep
COQT,nepCOQTCOQUITLAM004-VR2-1801-565,49.3678,-122.79265,2005-04-09T22:45:00Z,2005-08-04T02:08:00Z,COQT,27,27,Null,nep
COQT,nepCOQTCOQUITLAM005-VR2-1802-566,49.3767,-122.8028667,2005-04-09T03:00:00Z,2005-08-04T01:58:00Z,COQT,42,42,Null,nep
COQT,nepCOQTCOQUITLAM006-VR2-1823-567,49.40461667,-122.78735,2005-04-09T23:30:00Z,2005-08-04T01:48:00Z,COQT,43,43,Null,nep
COQT,nepCOQTCOQUITLAM007-VR2-1824-568,49.40286667,-122.78325,2005-04-10T00:30:00Z,2005-08-04T01:44:00Z,COQT,135,135,Null,nep
COQT,nepCOQTCOQUITLAM008-VR2-1828-569,49.4407,-122.7723667,2005-04-10T01:05:00Z,2005-08-04T01:20:00Z,COQT,13,13,Null,nep
COQT,nepCOQTCOQUITLAM009-VR2-1825-570,49.4278,-122.76525,2005-04-10T03:00:00Z,2005-08-04T01:32:00Z,COQT,87,87,Null,nep
COQT,nepCOQTCOQUITLAM010-VR2-1827-571,49.42865,-122.771,2005-04-10T03:15:00Z,2005-08-04T01:25:00Z,COQT,79,79,Null,nep
COQT,nepCOQTCOQUITLAM011-VR2-1503-572,49.3641,-122.8543333,2005-04-10T23:10:00Z,2005-08-03T20:06:00Z,COQT,19,19,Null,nep
COWR,nepCOWRCOWICHAN001-VR2-1509-649,48.77226,-123.68502,2006-05-02T22:16:00Z,2006-06-28T00:35:00Z,COWR,0.9,0.9,Unit moved ~ 15m SE of original position,nep
COWR,nepCOWRCOWICHAN002-VR2-1503-650,48.77199,-123.68654,2006-05-02T21:35:00Z,2006-06-28T00:25:00Z,COWR,0.9,0.9,Null,nep
CPELIZ,nepCPELIZCAP_ELIZ001-VR2-4173-185,47.39595,-124.3339,2004-05-13T19:25:00Z,2004-06-01T02:59:00Z,CPELIZ,4,4,LOST AND FOUND UNIT; Found stuck in the sand at Greys Harbor Cape Elizabeth. It was on the beach between Camp Creek and Duck Creek (South of Quiets River and Raft River).,nep
CPELIZ,nepCPELIZCAP_ELIZ001-VR2-4173-197,47.3948,-124.33932,2004-07-03T22:52:00Z,,CPELIZ,10,10,LOST UNIT - UNABLE TO LOCATE,nep
CPELIZ,nepCPELIZCAP_ELIZ001-VR2-4902-415,47.38493,-124.3405,2005-05-08T14:09:00Z,2005-07-14T00:50:00Z,CPELIZ,7.3,7.3,MALFUNCTION: Premature stop of unit. Recovery position ~423 m from deployment position.,nep
CPELIZ,nepCPELIZCAP_ELIZ002-VR2-4174-186,47.39428,-124.34475,2004-05-13T19:48:00Z,,CPELIZ,10,10,LOST UNIT - UNABLE TO LOCATE,nep
CPELIZ,nepCPELIZCAP_ELIZ002-VR2-4192-198,47.3921,-124.35023,2004-07-03T23:08:00Z,2004-09-02T00:30:00Z,CPELIZ,15,15,Null,nep
CPELIZ,nepCPELIZCAP_ELIZ002-VR2-4903-416,47.38371,-124.35153,2005-05-08T14:27:00Z,2005-07-13T19:30:00Z,CPELIZ,11,11,Null,nep
CPELIZ,nepCPELIZCAP_ELIZ003-VR2-4175-187,47.39313,-124.35584,2004-05-13T20:10:00Z,2004-06-15T02:59:00Z,CPELIZ,14,14,LOST AND FOUND UNIT; Found on Ruby Beach.,nep
CPELIZ,nepCPELIZCAP_ELIZ003-VR2-4175-199,47.38931,-124.36095,2004-07-03T23:28:00Z,2004-09-01T23:45:00Z,CPELIZ,18,18,Null,nep
CPELIZ,nepCPELIZCAP_ELIZ003-VR2-4904-417,47.38428,-124.3628,2005-05-08T14:47:00Z,,CPELIZ,14.6,14.6,LOST UNIT - LOCATED BUT UNABLE TO RECOVER,nep
CPELIZ,nepCPELIZCAP_ELIZ003-VR2-4905-427,47.38695,-124.35922,2005-07-01T05:12:00Z,2005-09-16T11:20:00Z,CPELIZ,14.4,14.4,Null,nep
CPELIZ,nepCPELIZCAP_ELIZ004-VR2-4176-188,47.3903,-124.36655,2004-05-13T20:30:00Z,2004-07-31T02:59:00Z,CPELIZ,17,17,LOST AND FOUND UNIT; Found on the beach in western Washington near the Quinault Reserve.,nep
CPELIZ,nepCPELIZCAP_ELIZ004-VR2-4193-200,47.38714,-124.37193,2004-07-03T23:45:00Z,2004-09-01T23:17:00Z,CPELIZ,20,20,Null,nep
CPELIZ,nepCPELIZCAP_ELIZ004-VR2-4905-418,47.38566,-124.37387,2005-05-08T15:06:00Z,2005-06-30T13:00:00Z,CPELIZ,16.5,16.5,Recovery time estimated,nep
CPELIZ,nepCPELIZCAP_ELIZ004-VR2-4906-428,47.38722,-124.37102,2005-07-01T05:33:00Z,,CPELIZ,17.1,17.1,LOST UNIT - LOCATED BUT UNABLE TO RECOVER,nep
CPELIZ,nepCPELIZCAP_ELIZ005-VR2-4177-189,47.3869,-124.37678,2004-05-13T20:48:00Z,2004-06-08T02:59:00Z,CPELIZ,19,19,LOST AND FOUND UNIT; Found cylinder off Split Rock (just north of Cape Elizabeth) on the outer coast of USA.,nep
CPELIZ,nepCPELIZCAP_ELIZ005-VR2-4177-201,47.38418,-124.38249,2004-07-04T00:03:00Z,2004-09-01T23:01:00Z,CPELIZ,23,23,Null,nep
CPELIZ,nepCPELIZCAP_ELIZ005-VR2-4906-419,47.38734,-124.3848,2005-05-08T15:23:00Z,2005-06-30T12:00:00Z,CPELIZ,19.2,19.2,Recovery time estimated,nep
CPELIZ,nepCPELIZCAP_ELIZ005-VR2-4907-429,47.38844,-124.38253,2005-07-01T05:55:00Z,2005-09-15T06:00:00Z,CPELIZ,18.3,18.3,Null,nep
CPELIZ,nepCPELIZCAP_ELIZ006-VR2-4178-190,47.38388,-124.38752,2004-05-13T21:12:00Z,2004-06-24T02:59:00Z,CPELIZ,19,19,"LOST AND FOUND UNIT; Found cylinder floating in the ocean near beach between Bay Road and Ocean Park, Washington, USA.",nep
CPELIZ,nepCPELIZCAP_ELIZ006-VR2-4178-202,47.3804,-124.39267,2004-07-04T00:24:00Z,2004-09-01T22:22:00Z,CPELIZ,23,23,Null,nep
CPELIZ,nepCPELIZCAP_ELIZ006-VR2-4907-420,47.39034,-124.3954,2005-05-08T15:41:00Z,2005-06-30T14:00:00Z,CPELIZ,19.8,19.8,Recovery time estimated,nep
CPELIZ,nepCPELIZCAP_ELIZ006-VR2-4909-430,47.38752,-124.39413,2005-07-01T06:18:00Z,2005-09-15T05:15:00Z,CPELIZ,22.5,22.5,Null,nep
CPELIZ,nepCPELIZCAP_ELIZ007-VR2-4179-191,47.38176,-124.39863,2004-05-13T21:36:00Z,2004-06-28T03:00:00Z,CPELIZ,19,19,Null,nep
CPELIZ,nepCPELIZCAP_ELIZ007-VR2-4179-203,47.37643,-124.40257,2004-07-04T00:46:00Z,2004-09-01T22:07:00Z,CPELIZ,25,25,Null,nep
CPELIZ,nepCPELIZCAP_ELIZ007-VR2-4908-421,47.39169,-124.40623,2005-05-08T15:58:00Z,,CPELIZ,20.1,20.1,LOST UNIT - LOCATED BUT UNABLE TO RECOVER,nep
CPELIZ,nepCPELIZCAP_ELIZ007-VR2-4912-431,47.38578,-124.40559,2005-07-01T06:44:00Z,2005-09-15T08:15:00Z,CPELIZ,21.6,21.6,Null,nep
CPELIZ,nepCPELIZCAP_ELIZ008-VR2-4180-192,47.37771,-124.40855,2004-05-13T21:53:00Z,2004-06-28T03:00:00Z,CPELIZ,21,21,Null,nep
CPELIZ,nepCPELIZCAP_ELIZ008-VR2-4180-204,47.37281,-124.41266,2004-07-04T01:08:00Z,2004-09-01T21:47:00Z,CPELIZ,28,28,Null,nep
CPELIZ,nepCPELIZCAP_ELIZ008-VR2-4573-432,47.38351,-124.41711,2005-07-01T07:14:00Z,2005-09-15T07:45:00Z,CPELIZ,22.5,22.5,Null,nep
CPELIZ,nepCPELIZCAP_ELIZ008-VR2-4909-422,47.39345,-124.41716,2005-05-08T16:19:00Z,2005-07-01T03:00:00Z,CPELIZ,20.1,20.1,Recovery time estimated,nep
CPELIZ,nepCPELIZCAP_ELIZ009-VR2-4181-193,47.37627,-124.41971,2004-05-13T22:08:00Z,2004-06-28T03:00:00Z,CPELIZ,24,24,Null,nep
CPELIZ,nepCPELIZCAP_ELIZ009-VR2-4181-205,47.37147,-124.42379,2004-07-04T01:32:00Z,2004-09-01T20:29:00Z,CPELIZ,32,32,Null,nep
CPELIZ,nepCPELIZCAP_ELIZ009-VR2-4910-423,47.39408,-124.42849,2005-05-08T16:38:00Z,,CPELIZ,22,22,LOST UNIT - LOCATED BUT UNABLE TO RECOVER,nep
CPELIZ,nepCPELIZCAP_ELIZ010-VR2-4182-194,47.37539,-124.43096,2004-05-13T22:21:00Z,2004-06-28T03:00:00Z,CPELIZ,29,29,Null,nep
