animal_guid,length,length_type,weight,life_stage,age,sex
nepMACFLMACFL-16369,0.163,FORK,0.0494,Null,Null,U
nepMACFLMACFL-16370,0.138,FORK,0.0272,Null,Null,U
nepMACFLMACFL-16371,0.166,FORK,0.0526,Null,Null,U
nepMACFLMACFL-16372,0.162,FORK,0.0462,Null,Null,U
nepMACFLMACFL-16373,0.163,FORK,0.046,Null,Null,U
nepMACFLMACFL-16374,0.147,FORK,0.0354,Null,Null,U
nepMACFLMACFL-16375,0.155,FORK,0.0429,Null,Null,U
nepMACFLMACFL-16376,0.148,FORK,0.0355,Null,Null,U
nepMACFLMACFL-16377,0.136,FORK,0.0269,Null,Null,U
nepMACFLMACFL-16378,0.149,FORK,0.0364,Null,Null,U
nepMACFLMACFL-16379,0.148,FORK,0.0359,Null,Null,U
nepMACFLMACFL-16380,0.171,FORK,0.0526,Null,Null,U
nepMACFLMACFL-16381,0.151,FORK,0.0408,Null,Null,U
nepMACFLMACFL-16382,0.173,FORK,0.058,Null,Null,U
nepMACFLMACFL-16383,0.145,FORK,0.0318,Null,Null,U
nepMACFLMACFL-16384,0.147,FORK,0.0337,Null,Null,U
nepMACFLMACFL-16385,0.14,FORK,0.0293,Null,Null,U
nepMACFLMACFL-16386,0.155,FORK,0.0409,Null,Null,U
nepMACFLMACFL-16387,0.151,FORK,0.0355,Null,Null,U
nepMACFLMACFL-16388,0.14,FORK,0.0299,Null,Null,U
nepMACFLMACFL-16389,0.137,FORK,0.0259,Null,Null,U
nepMACFLMACFL-16390,0.141,FORK,0.0282,Null,Null,U
nepMACFLMACFL-16391,0.145,FORK,0.03,Null,Null,U
nepMACFLMACFL-16392,0.155,FORK,0.0402,Null,Null,U
nepMACFLMACFL-16393,0.166,FORK,0.0478,Null,Null,U
nepMACFLMACFL-16394,0.172,FORK,0.0538,Null,Null,U
nepMACFLMACFL-16395,0.143,FORK,0.0291,Null,Null,U
nepMACFLMACFL-16396,0.145,FORK,0.031,Null,Null,U
nepMACFLMACFL-16397,0.147,FORK,0.0337,Null,Null,U
nepMACFLMACFL-16398,0.17,FORK,0.0488,Null,Null,U
nepMACFLMACFL-16399,0.165,FORK,0.0451,Null,Null,U
nepMACFLMACFL-16400,0.164,FORK,0.0468,Null,Null,U
nepMACFLMACFL-16401,0.158,FORK,0.0395,Null,Null,U
nepMACFLMACFL-16402,0.135,FORK,0.0267,Null,Null,U
nepMACFLMACFL-16403,0.139,FORK,0.028,Null,Null,U
nepMACFLMACFL-16404,0.153,FORK,0.0358,Null,Null,U
nepMACFLMACFL-16405,0.148,FORK,0.0352,Null,Null,U
nepMACFLMACFL-16406,0.139,FORK,0.0312,Null,Null,U
nepMACFLMACFL-16407,0.137,FORK,0.0287,Null,Null,U
nepMACFLMACFL-16408,0.15,FORK,0.034,Null,Null,U
nepMACFLMACFL-16409,0.147,FORK,0.0328,Null,Null,U
nepMACFLMACFL-16410,0.149,FORK,0.0356,Null,Null,U
nepMACFLMACFL-16411,0.161,FORK,0.0452,Null,Null,U
nepMACFLMACFL-16412,0.156,FORK,0.041,Null,Null,U
nepMACFLMACFL-16413,0.162,FORK,0.0447,Null,Null,U
nepMACFLMACFL-16414,0.165,FORK,0.0455,Null,Null,U
nepMACFLMACFL-16415,0.139,FORK,0.0266,Null,Null,U
nepMACFLMACFL-16416,0.147,FORK,0.0343,Null,Null,U
nepMACFLMACFL-16417,0.14,FORK,0.028,Null,Null,U
nepMACFLMACFL-16418,0.157,FORK,0.0411,Null,Null,U
nepMACFLMACFL-16419,0.162,FORK,0.044,Null,Null,U
nepMACFLMACFL-16420,0.139,FORK,0.0292,Null,Null,U
nepMACFLMACFL-16421,0.146,FORK,0.0316,Null,Null,U
nepMACFLMACFL-16422,0.152,FORK,0.0347,Null,Null,U
nepMACFLMACFL-16423,0.174,FORK,0.0565,Null,Null,U
nepMACFLMACFL-16424,0.146,FORK,0.0315,Null,Null,U
nepMACFLMACFL-16425,0.139,FORK,0.0284,Null,Null,U
nepMACFLMACFL-16426,0.159,FORK,0.0417,Null,Null,U
nepMACFLMACFL-16427,0.16,FORK,0.0412,Null,Null,U
nepMACFLMACFL-16428,0.147,FORK,0.0326,Null,Null,U
nepMACFLMACFL-16429,0.144,FORK,0.0312,Null,Null,U
nepMACFLMACFL-16430,0.165,FORK,0.0507,Null,Null,U
nepMACFLMACFL-16431,0.155,FORK,0.0383,Null,Null,U
nepMACFLMACFL-16432,0.147,FORK,0.033,Null,Null,U
nepMACFLMACFL-16433,0.139,FORK,0.0294,Null,Null,U
nepMACFLMACFL-16434,0.167,FORK,0.0512,Null,Null,U
nepMACFLMACFL-16435,0.153,FORK,0.0394,Null,Null,U
nepMACFLMACFL-16436,0.141,FORK,0.0316,Null,Null,U
nepMACFLMACFL-16437,0.174,FORK,0.0576,Null,Null,U
nepMACFLMACFL-16438,0.149,FORK,0.0324,Null,Null,U
nepMACFLMACFL-16439,0.16,FORK,0.0394,Null,Null,U
nepMACFLMACFL-16440,0.17,FORK,0.0546,Null,Null,U
nepMACFLMACFL-16441,0.143,FORK,0.0285,Null,Null,U
nepMACFLMACFL-16442,0.148,FORK,0.033,Null,Null,U
nepMACFLMACFL-16443,0.142,FORK,0.0287,Null,Null,U
nepMACFLMACFL-16444,0.148,FORK,0.0359,Null,Null,U
nepMACFLMACFL-16445,0.139,FORK,0.0264,Null,Null,U
nepMACFLMACFL-16446,0.138,FORK,0.0305,Null,Null,U
nepMACFLMACFL-16447,0.159,FORK,0.0408,Null,Null,U
nepMACFLMACFL-16448,0.152,FORK,0.0333,Null,Null,U
nepMACFLMACFL-16449,0.147,FORK,0.033,Null,Null,U
nepMACFLMACFL-16450,0.155,FORK,0.0387,Null,Null,U
nepMACFLMACFL-16451,0.157,FORK,0.0424,Null,Null,U
nepMACFLMACFL-16452,0.157,FORK,0.0415,Null,Null,U
nepMACFLMACFL-16453,0.143,FORK,0.0299,Null,Null,U
nepMACFLMACFL-16454,0.147,FORK,0.0336,Null,Null,U
nepMACFLMACFL-16455,0.155,FORK,0.0378,Null,Null,U
nepMACFLMACFL-16456,0.149,FORK,0.0368,Null,Null,U
nepMACFLMACFL-16457,0.152,FORK,0.0374,Null,Null,U
nepMACFLMACFL-16458,0.147,FORK,0.032,Null,Null,U
nepMACFLMACFL-16459,0.152,FORK,0.0358,Null,Null,U
nepMACFLMACFL-16460,0.139,FORK,0.027,Null,Null,U
nepMACFLMACFL-16461,0.142,FORK,0.03,Null,Null,U
nepMACFLMACFL-16462,0.145,FORK,0.0337,Null,Null,U
nepMACFLMACFL-16463,0.151,FORK,0.035,Null,Null,U
nepMACFLMACFL-16464,0.151,FORK,0.036,Null,Null,U
nepMACFLMACFL-16465,0.148,FORK,0.0349,Null,Null,U
nepMACFLMACFL-16466,0.153,FORK,0.0342,Null,Null,U
nepMACFLMACFL-16467,0.174,FORK,0.0541,Null,Null,U
nepMACFLMACFL-16468,0.158,FORK,0.0441,Null,Null,U
nepMACFLMACFL-16469,0.144,FORK,0.0325,Null,Null,U
nepMACFLMACFL-16470,0.148,FORK,0.032,Null,Null,U
nepMACFLMACFL-14282,0.159,FORK,0.0478,Null,Null,U
nepMACFLMACFL-14283,0.15,FORK,0.0393,Null,Null,U
nepMACFLMACFL-14284,0.164,FORK,0.0551,Null,Null,U
nepMACFLMACFL-14285,0.155,FORK,0.0462,Null,Null,U
nepMACFLMACFL-14286,0.148,FORK,0.0376,Null,Null,U
nepMACFLMACFL-14287,0.154,FORK,0.0416,Null,Null,U
nepMACFLMACFL-14288,0.173,FORK,0.0626,Null,Null,U
nepMACFLMACFL-14289,0.145,FORK,0.0344,Null,Null,U
nepMACFLMACFL-16471,0.151,FORK,0.0376,Null,Null,U
nepMACFLMACFL-16472,0.165,FORK,0.0445,Null,Null,U
nepMACFLMACFL-16473,0.154,FORK,0.0381,Null,Null,U
nepMACFLMACFL-16474,0.173,FORK,0.0565,Null,Null,U
nepMACFLMACFL-16475,0.155,FORK,0.0381,Null,Null,U
nepMACFLMACFL-16476,0.162,FORK,0.0459,Null,Null,U
nepMACFLMACFL-16477,0.17,FORK,0.0532,Null,Null,U
nepMACFLMACFL-16478,0.174,FORK,0.0614,Null,Null,U
nepMACFLMACFL-16479,0.158,FORK,0.0423,Null,Null,U
nepMACFLMACFL-16480,0.142,FORK,0.0292,Null,Null,U
nepMACFLMACFL-16481,0.152,FORK,0.0369,Null,Null,U
nepMACFLMACFL-16482,0.162,FORK,0.0453,Null,Null,U
nepMACFLMACFL-16483,0.153,FORK,0.0362,Null,Null,U
nepMACFLMACFL-16484,0.14,FORK,0.0281,Null,Null,U
nepMACFLMACFL-16485,0.135,FORK,0.0251,Null,Null,U
nepMACFLMACFL-16486,0.157,FORK,0.0431,Null,Null,U
nepMACFLMACFL-16487,0.139,FORK,0.0299,Null,Null,U
nepMACFLMACFL-16488,0.135,FORK,0.0249,Null,Null,U
nepMACFLMACFL-16489,0.163,FORK,0.0463,Null,Null,U
nepMACFLMACFL-16490,0.158,FORK,0.0401,Null,Null,U
nepMACFLMACFL-16491,0.144,FORK,0.0305,Null,Null,U
nepMACFLMACFL-16492,0.151,FORK,0.0362,Null,Null,U
nepMACFLMACFL-16493,0.156,FORK,0.0412,Null,Null,U
nepMACFLMACFL-16494,0.146,FORK,0.0324,Null,Null,U
nepMACFLMACFL-16495,0.147,FORK,0.0318,Null,Null,U
nepMACFLMACFL-16496,0.143,FORK,0.0301,Null,Null,U
nepMACFLMACFL-16497,0.153,FORK,0.0359,Null,Null,U
nepMACFLMACFL-16498,0.137,FORK,0.0271,Null,Null,U
nepMACFLMACFL-16499,0.15,FORK,0.0362,Null,Null,U
nepMACFLMACFL-16500,0.145,FORK,0.0311,Null,Null,U
nepMACFLMACFL-16501,0.166,FORK,0.0519,Null,Null,U
nepMACFLMACFL-16502,0.142,FORK,0.0297,Null,Null,U
nepMACFLMACFL-16503,0.141,FORK,0.0323,Null,Null,U
nepMACFLMACFL-16504,0.158,FORK,0.0437,Null,Null,U
nepMACFLMACFL-16505,0.156,FORK,0.0438,Null,Null,U
nepMACFLMACFL-16506,0.157,FORK,0.0408,Null,Null,U
nepMACFLMACFL-16507,0.138,FORK,0.0279,Null,Null,U
nepMACFLMACFL-16508,0.137,FORK,0.027,Null,Null,U
nepMACFLMACFL-16509,0.156,FORK,0.0431,Null,Null,U
nepMACFLMACFL-16510,0.155,FORK,0.042,Null,Null,U
nepMACFLMACFL-16511,0.142,FORK,0.0292,Null,Null,U
nepMACFLMACFL-16512,0.148,FORK,0.0334,Null,Null,U
nepMACFLMACFL-16513,0.16,FORK,0.044,Null,Null,U
nepMACFLMACFL-16514,0.145,FORK,0.0298,Null,Null,U
nepMACFLMACFL-16515,0.152,FORK,0.0353,Null,Null,U
nepMACFLMACFL-16516,0.169,FORK,0.0511,Null,Null,U
nepMACFLMACFL-16517,0.155,FORK,0.0383,Null,Null,U
nepMACFLMACFL-16518,0.159,FORK,0.0373,Null,Null,U
nepMACFLMACFL-16519,0.148,FORK,0.0308,Null,Null,U
nepMACFLMACFL-16520,0.145,FORK,0.031,Null,Null,U
nepMACFLMACFL-16521,0.168,FORK,0.0491,Null,Null,U
nepMACFLMACFL-16522,0.174,FORK,0.053,Null,Null,U
nepMACFLMACFL-16523,0.173,FORK,0.0524,Null,Null,U
nepMACFLMACFL-16524,0.145,FORK,0.0317,Null,Null,U
nepMACFLMACFL-16525,0.142,FORK,0.0298,Null,Null,U
nepMACFLMACFL-16526,0.142,FORK,0.0264,Null,Null,U
nepMACFLMACFL-16527,0.14,FORK,0.0298,Null,Null,U
nepMACFLMACFL-16528,0.144,FORK,0.0297,Null,Null,U
nepMACFLMACFL-16529,0.135,FORK,0.0274,Null,Null,U
nepMACFLMACFL-16530,0.148,FORK,0.0331,Null,Null,U
nepMACFLMACFL-16531,0.145,FORK,0.0304,Null,Null,U
nepMACFLMACFL-16532,0.156,FORK,0.0393,Null,Null,U
nepMACFLMACFL-16533,0.137,FORK,0.0271,Null,Null,U
nepMACFLMACFL-16534,0.158,FORK,0.0413,Null,Null,U
nepMACFLMACFL-16535,0.138,FORK,0.029,Null,Null,U
nepMACFLMACFL-16536,0.148,FORK,0.0329,Null,Null,U
nepMACFLMACFL-16537,0.155,FORK,0.0407,Null,Null,U
nepMACFLMACFL-16538,0.166,FORK,0.0503,Null,Null,U
nepMLNCHKMLNCHK-9160,0.172,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9157,0.173,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-7584,0.138,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-7585,0.137,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-7586,0.137,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-7587,0.137,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-7588,0.136,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-7589,0.137,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-7590,0.16,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-7591,0.134,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-7592,0.133,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-7593,0.14,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-7594,0.139,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-7595,0.147,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-7596,0.145,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-7597,0.14,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-7598,0.132,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-7599,0.132,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-7600,0.128,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-7601,0.127,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-7602,0.126,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-7603,0.126,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8471,0.14,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8472,0.13,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8473,0.136,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8474,0.133,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8475,0.135,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8476,0.144,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8477,0.132,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8478,0.13,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8479,0.131,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8480,0.129,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8481,0.13,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8482,0.141,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8483,0.146,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8484,0.131,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8485,0.146,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8486,0.141,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8487,0.141,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8488,0.131,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8489,0.141,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8490,0.132,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8491,0.129,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8492,0.126,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8493,0.127,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8494,0.128,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8495,0.132,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8496,0.13,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8497,0.137,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8498,0.126,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8499,0.13,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8500,0.128,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8501,0.14,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8502,0.127,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8503,0.125,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8504,0.13,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8505,0.128,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8506,0.134,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8507,0.144,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8508,0.13,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8509,0.137,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8510,0.127,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8511,0.134,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8512,0.134,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8513,0.137,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8514,0.133,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8515,0.134,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8516,0.142,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8517,0.135,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8518,0.137,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8519,0.146,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8520,0.127,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8521,0.14,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8522,0.135,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8523,0.135,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8524,0.126,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8525,0.132,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8526,0.125,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8527,0.128,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8528,0.139,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8529,0.13,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8530,0.131,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8531,0.132,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8532,0.131,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8533,0.131,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8534,0.131,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8535,0.133,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8536,0.133,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8537,0.134,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8538,0.138,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8539,0.138,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8540,0.131,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8541,0.131,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8542,0.128,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8543,0.134,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8544,0.13,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8545,0.147,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8546,0.129,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8547,0.14,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8548,0.129,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8549,0.129,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8550,0.131,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8551,0.13,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8552,0.132,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8553,0.147,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8554,0.13,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8555,0.141,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8556,0.139,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8557,0.127,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8558,0.133,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8559,0.132,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8560,0.132,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8561,0.127,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8562,0.13,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8563,0.129,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8564,0.13,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8565,0.129,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8566,0.13,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8567,0.14,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8568,0.142,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-8569,0.127,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9019,0.13,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9020,0.129,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9021,0.134,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9022,0.125,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9023,0.129,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9024,0.127,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9025,0.128,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9026,0.129,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9027,0.125,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9028,0.141,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9029,0.131,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9030,0.131,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9031,0.128,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9032,0.137,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9033,0.126,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9034,0.13,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9035,0.129,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9036,0.126,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9037,0.134,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9038,0.125,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9039,0.131,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9040,0.133,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9041,0.128,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9042,0.131,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9043,0.129,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9044,0.126,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9045,0.131,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9046,0.131,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9047,0.126,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9048,0.134,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9049,0.134,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9050,0.138,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9051,0.131,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9052,0.127,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9053,0.138,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9054,0.142,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9055,0.128,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9056,0.146,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9057,0.129,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9058,0.13,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9059,0.129,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9061,0.134,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9062,0.132,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9063,0.126,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9064,0.137,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9065,0.126,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9066,0.131,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9067,0.135,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9068,0.125,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9069,0.127,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9070,0.127,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9071,0.128,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9072,0.13,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9073,0.143,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9074,0.13,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9075,0.146,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9076,0.131,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9077,0.127,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9078,0.133,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9079,0.125,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9080,0.126,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9081,0.13,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9082,0.132,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9083,0.134,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9084,0.127,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9085,0.125,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9086,0.13,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9087,0.14,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9088,0.136,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9089,0.127,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9090,0.132,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9091,0.125,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9092,0.129,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9093,0.125,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9094,0.13,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9095,0.126,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9096,0.137,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9097,0.128,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9098,0.129,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9099,0.139,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9100,0.133,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9101,0.146,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9102,0.125,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9103,0.127,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9104,0.13,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9105,0.13,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9106,0.131,FORK,Null,Null,Null,U
nepMLNCHKMLNCHK-9107,0.125,FORK,Null,Null,Null,U
