animal_guid,length,length_type,weight,life_stage,age,sex
nepMACFLMACFL-14793,0.162,FORK,0.0426,Null,Null,U
nepMACFLMACFL-14794,0.14,FORK,0.0313,Null,Null,U
nepMACFLMACFL-14795,0.153,FORK,0.0398,Null,Null,U
nepMACFLMACFL-14796,0.15,FORK,0.0385,Null,Null,U
nepMACFLMACFL-14797,0.177,FORK,0.0647,Null,Null,U
nepMACFLMACFL-14798,0.163,FORK,0.044,Null,Null,U
nepMACFLMACFL-14799,0.145,FORK,0.0333,Null,Null,U
nepMACFLMACFL-14800,0.15,FORK,0.0346,Null,Null,U
nepMACFLMACFL-14801,0.145,FORK,0.0342,Null,Null,U
nepMACFLMACFL-14802,0.143,FORK,0.033,Null,Null,U
nepMACFLMACFL-14803,0.141,FORK,0.0328,Null,Null,U
nepMACFLMACFL-14804,0.154,FORK,0.0388,Null,Null,U
nepMACFLMACFL-14805,0.142,FORK,0.0321,Null,Null,U
nepMACFLMACFL-14806,0.152,FORK,0.0391,Null,Null,U
nepMACFLMACFL-14807,0.144,FORK,0.0319,Null,Null,U
nepMACFLMACFL-14808,0.163,FORK,0.0483,Null,Null,U
nepMACFLMACFL-14809,0.171,FORK,0.0575,Null,Null,U
nepMACFLMACFL-14810,0.161,FORK,0.0452,Null,Null,U
nepMACFLMACFL-14811,0.154,FORK,0.0426,Null,Null,U
nepMACFLMACFL-14812,0.155,FORK,0.0413,Null,Null,U
nepMACFLMACFL-14813,0.152,FORK,0.0417,Null,Null,U
nepMACFLMACFL-14814,0.155,FORK,0.0404,Null,Null,U
nepMACFLMACFL-14815,0.159,FORK,0.0478,Null,Null,U
nepMACFLMACFL-14816,0.15,FORK,0.0366,Null,Null,U
nepMACFLMACFL-14817,0.145,FORK,0.032,Null,Null,U
nepMACFLMACFL-14818,0.154,FORK,0.0415,Null,Null,U
nepMACFLMACFL-14819,0.167,FORK,0.0485,Null,Null,U
nepMACFLMACFL-14820,0.163,FORK,0.0506,Null,Null,U
nepMACFLMACFL-14821,0.15,FORK,0.0373,Null,Null,U
nepMACFLMACFL-14822,0.144,FORK,0.0329,Null,Null,U
nepMACFLMACFL-14823,0.157,FORK,0.0425,Null,Null,U
nepMACFLMACFL-14824,0.181,FORK,0.064,Null,Null,U
nepMACFLMACFL-14825,0.157,FORK,0.0483,Null,Null,U
nepMACFLMACFL-14826,0.195,FORK,0.0864,Null,Null,U
nepMACFLMACFL-14827,0.17,FORK,0.0522,Null,Null,U
nepMACFLMACFL-14828,0.141,FORK,0.0305,Null,Null,U
nepMACFLMACFL-14829,0.15,FORK,0.0371,Null,Null,U
nepMACFLMACFL-14830,0.175,FORK,0.0652,Null,Null,U
nepMACFLMACFL-14831,0.15,FORK,0.0415,Null,Null,U
nepMACFLMACFL-14832,0.144,FORK,0.0321,Null,Null,U
nepMACFLMACFL-14833,0.152,FORK,0.0396,Null,Null,U
nepMACFLMACFL-14834,0.151,FORK,0.0389,Null,Null,U
nepMACFLMACFL-14835,0.144,FORK,0.0324,Null,Null,U
nepMACFLMACFL-14836,0.158,FORK,0.0418,Null,Null,U
nepMACFLMACFL-14837,0.153,FORK,0.0401,Null,Null,U
nepMACFLMACFL-14838,0.146,FORK,0.0362,Null,Null,U
nepMACFLMACFL-14839,0.15,FORK,0.0351,Null,Null,U
nepMACFLMACFL-14840,0.157,FORK,0.0439,Null,Null,U
nepMACFLMACFL-14841,0.16,FORK,0.0449,Null,Null,U
nepMACFLMACFL-14842,0.15,FORK,0.0364,Null,Null,U
nepMACFLMACFL-14843,0.154,FORK,0.0394,Null,Null,U
nepMACFLMACFL-14844,0.153,FORK,0.0388,Null,Null,U
nepMACFLMACFL-14845,0.158,FORK,0.0433,Null,Null,U
nepMACFLMACFL-14846,0.141,FORK,0.0306,Null,Null,U
nepMACFLMACFL-14847,0.148,FORK,0.0364,Null,Null,U
nepMACFLMACFL-14848,0.17,FORK,0.0585,Null,Null,U
nepMACFLMACFL-14849,0.166,FORK,0.0526,Null,Null,U
nepMACFLMACFL-14850,0.165,FORK,0.0483,Null,Null,U
nepMACFLMACFL-14851,0.151,FORK,0.0388,Null,Null,U
nepMACFLMACFL-14852,0.149,FORK,0.036,Null,Null,U
nepMACFLMACFL-14853,0.155,FORK,0.0429,Null,Null,U
nepMACFLMACFL-14854,0.166,FORK,0.054,Null,Null,U
nepMACFLMACFL-14855,0.16,FORK,0.0448,Null,Null,U
nepMACFLMACFL-14856,0.145,FORK,0.0337,Null,Null,U
nepMACFLMACFL-14857,0.147,FORK,0.0363,Null,Null,U
nepMACFLMACFL-14858,0.159,FORK,0.0456,Null,Null,U
nepMACFLMACFL-14859,0.143,FORK,0.0316,Null,Null,U
nepMACFLMACFL-14860,0.156,FORK,0.0423,Null,Null,U
nepMACFLMACFL-14861,0.174,FORK,0.0666,Null,Null,U
nepMACFLMACFL-14862,0.145,FORK,0.0349,Null,Null,U
nepMACFLMACFL-14863,0.149,FORK,0.0355,Null,Null,U
nepMACFLMACFL-14864,0.163,FORK,0.0492,Null,Null,U
nepMACFLMACFL-14865,0.144,FORK,0.0329,Null,Null,U
nepMACFLMACFL-14866,0.139,FORK,0.0295,Null,Null,U
nepMACFLMACFL-14867,0.145,FORK,0.0315,Null,Null,U
nepMACFLMACFL-14868,0.149,FORK,0.0351,Null,Null,U
nepMACFLMACFL-14869,0.157,FORK,0.0432,Null,Null,U
nepMACFLMACFL-14870,0.143,FORK,0.0352,Null,Null,U
nepMACFLMACFL-14871,0.169,FORK,0.0601,Null,Null,U
nepMACFLMACFL-14872,0.167,FORK,0.0525,Null,Null,U
nepMACFLMACFL-14873,0.172,FORK,0.0591,Null,Null,U
nepMACFLMACFL-14874,0.153,FORK,0.0401,Null,Null,U
nepMACFLMACFL-14875,0.153,FORK,0.0367,Null,Null,U
nepMACFLMACFL-14876,0.15,FORK,0.0366,Null,Null,U
nepMACFLMACFL-14877,0.162,FORK,0.0469,Null,Null,U
nepMACFLMACFL-14878,0.145,FORK,0.0326,Null,Null,U
nepMACFLMACFL-14879,0.146,FORK,0.034,Null,Null,U
nepMACFLMACFL-14880,0.144,FORK,0.0339,Null,Null,U
nepMACFLMACFL-14881,0.165,FORK,0.0495,Null,Null,U
nepMACFLMACFL-14882,0.147,FORK,0.0357,Null,Null,U
nepMACFLMACFL-14883,0.154,FORK,0.0404,Null,Null,U
nepMACFLMACFL-14884,0.154,FORK,0.0414,Null,Null,U
nepMACFLMACFL-14885,0.161,FORK,0.0445,Null,Null,U
nepMACFLMACFL-14886,0.156,FORK,0.0393,Null,Null,U
nepMACFLMACFL-14887,0.154,FORK,0.0382,Null,Null,U
nepMACFLMACFL-14888,0.155,FORK,0.0394,Null,Null,U
nepMACFLMACFL-14889,0.142,FORK,0.0312,Null,Null,U
nepMACFLMACFL-14890,0.167,FORK,0.0559,Null,Null,U
nepMACFLMACFL-14891,0.144,FORK,0.0318,Null,Null,U
nepMACFLMACFL-14892,0.152,FORK,0.0354,Null,Null,U
nepMACFLMACFL-14893,0.153,FORK,0.0379,Null,Null,U
nepMACFLMACFL-14894,0.147,FORK,0.0349,Null,Null,U
nepMACFLMACFL-14895,0.163,FORK,0.0483,Null,Null,U
nepMACFLMACFL-14896,0.16,FORK,0.0489,Null,Null,U
nepMACFLMACFL-14897,0.157,FORK,0.0417,Null,Null,U
nepMACFLMACFL-14898,0.165,FORK,0.0524,Null,Null,U
nepMACFLMACFL-14899,0.151,FORK,0.0398,Null,Null,U
nepMACFLMACFL-14900,0.158,FORK,0.0427,Null,Null,U
nepMACFLMACFL-14901,0.145,FORK,0.0325,Null,Null,U
nepMACFLMACFL-14902,0.152,FORK,0.0398,Null,Null,U
nepMACFLMACFL-14903,0.15,FORK,0.0371,Null,Null,U
nepMACFLMACFL-14904,0.161,FORK,0.0462,Null,Null,U
nepMACFLMACFL-14905,0.157,FORK,0.0425,Null,Null,U
nepMACFLMACFL-14906,0.156,FORK,0.0449,Null,Null,U
nepMACFLMACFL-14907,0.171,FORK,0.0552,Null,Null,U
nepMACFLMACFL-14908,0.168,FORK,0.057,Null,Null,U
nepMACFLMACFL-14909,0.146,FORK,0.0331,Null,Null,U
nepMACFLMACFL-14910,0.161,FORK,0.0489,Null,Null,U
nepMACFLMACFL-14911,0.171,FORK,0.0495,Null,Null,U
nepMACFLMACFL-14912,0.145,FORK,0.0351,Null,Null,U
nepMACFLMACFL-14913,0.15,FORK,0.034,Null,Null,U
nepMACFLMACFL-14914,0.152,FORK,0.0374,Null,Null,U
nepMACFLMACFL-14915,0.156,FORK,0.04,Null,Null,U
nepMACFLMACFL-14916,0.156,FORK,0.045,Null,Null,U
nepMACFLMACFL-14917,0.182,FORK,0.0691,Null,Null,U
nepMACFLMACFL-14918,0.155,FORK,0.0382,Null,Null,U
nepMACFLMACFL-14919,0.15,FORK,0.0381,Null,Null,U
nepMACFLMACFL-14920,0.14,FORK,0.0313,Null,Null,U
nepMACFLMACFL-14921,0.145,FORK,0.0332,Null,Null,U
nepMACFLMACFL-14922,0.145,FORK,0.032,Null,Null,U
nepMACFLMACFL-14923,0.15,FORK,0.0397,Null,Null,U
nepMACFLMACFL-14924,0.153,FORK,0.0371,Null,Null,U
nepMACFLMACFL-14925,0.15,FORK,0.0382,Null,Null,U
nepMACFLMACFL-14926,0.161,FORK,0.0455,Null,Null,U
nepMACFLMACFL-14927,0.145,FORK,0.0353,Null,Null,U
nepMACFLMACFL-14928,0.154,FORK,0.0388,Null,Null,U
nepMACFLMACFL-14929,0.152,FORK,0.0371,Null,Null,U
nepMACFLMACFL-14930,0.159,FORK,0.0463,Null,Null,U
nepMACFLMACFL-14931,0.159,FORK,0.0448,Null,Null,U
nepMACFLMACFL-14932,0.151,FORK,0.0359,Null,Null,U
nepMACFLMACFL-14933,0.166,FORK,0.0533,Null,Null,U
nepMACFLMACFL-14934,0.146,FORK,0.0337,Null,Null,U
nepMACFLMACFL-14935,0.145,FORK,0.0318,Null,Null,U
nepMACFLMACFL-14936,0.141,FORK,0.0347,Null,Null,U
nepMACFLMACFL-14937,0.165,FORK,0.0495,Null,Null,U
nepMACFLMACFL-14938,0.149,FORK,0.0379,Null,Null,U
nepMACFLMACFL-14939,0.143,FORK,0.0315,Null,Null,U
nepMACFLMACFL-14940,0.147,FORK,0.0344,Null,Null,U
nepMACFLMACFL-14941,0.165,FORK,0.0532,Null,Null,U
nepMACFLMACFL-14942,0.155,FORK,0.0399,Null,Null,U
nepMACFLMACFL-14943,0.158,FORK,0.0403,Null,Null,U
nepMACFLMACFL-14944,0.152,FORK,0.0363,Null,Null,U
nepMACFLMACFL-14945,0.14,FORK,0.0324,Null,Null,U
nepMACFLMACFL-14946,0.146,FORK,0.0367,Null,Null,U
nepMACFLMACFL-14947,0.16,FORK,0.0427,Null,Null,U
nepMACFLMACFL-14948,0.146,FORK,0.0354,Null,Null,U
nepMACFLMACFL-14949,0.17,FORK,0.0528,Null,Null,U
nepMACFLMACFL-14950,0.145,FORK,0.0345,Null,Null,U
nepMACFLMACFL-14951,0.149,FORK,0.0351,Null,Null,U
nepMACFLMACFL-14952,0.181,FORK,0.0787,Null,Null,U
nepMACFLMACFL-14953,0.146,FORK,0.0344,Null,Null,U
nepMACFLMACFL-14954,0.15,FORK,0.0371,Null,Null,U
nepMACFLMACFL-14955,0.152,FORK,0.0424,Null,Null,U
nepMACFLMACFL-14956,0.181,FORK,0.0688,Null,Null,U
nepMACFLMACFL-14957,0.144,FORK,0.0326,Null,Null,U
nepMACFLMACFL-14958,0.163,FORK,0.0493,Null,Null,U
nepMACFLMACFL-14959,0.153,FORK,0.0381,Null,Null,U
nepMACFLMACFL-14960,0.172,FORK,0.0554,Null,Null,U
nepMACFLMACFL-14961,0.149,FORK,0.0349,Null,Null,U
nepMACFLMACFL-14962,0.159,FORK,0.0482,Null,Null,U
nepMACFLMACFL-14963,0.161,FORK,0.0482,Null,Null,U
nepMACFLMACFL-14964,0.156,FORK,0.0403,Null,Null,U
nepMACFLMACFL-14965,0.164,FORK,0.0506,Null,Null,U
nepMACFLMACFL-14966,0.146,FORK,0.0348,Null,Null,U
nepMACFLMACFL-14967,0.144,FORK,0.0325,Null,Null,U
nepMACFLMACFL-14968,0.15,FORK,0.034,Null,Null,U
nepMACFLMACFL-14969,0.145,FORK,0.0322,Null,Null,U
nepMACFLMACFL-14970,0.162,FORK,0.0474,Null,Null,U
nepMACFLMACFL-14971,0.158,FORK,0.0442,Null,Null,U
nepMACFLMACFL-14972,0.148,FORK,0.0356,Null,Null,U
nepMACFLMACFL-14973,0.163,FORK,0.0493,Null,Null,U
nepMACFLMACFL-14974,0.166,FORK,0.0496,Null,Null,U
nepMACFLMACFL-14975,0.16,FORK,0.048,Null,Null,U
nepMACFLMACFL-14976,0.152,FORK,0.0375,Null,Null,U
nepMACFLMACFL-14977,0.154,FORK,0.0383,Null,Null,U
nepMACFLMACFL-14978,0.155,FORK,0.0393,Null,Null,U
nepMACFLMACFL-14979,0.144,FORK,0.0336,Null,Null,U
nepMACFLMACFL-14980,0.149,FORK,0.0338,Null,Null,U
nepMACFLMACFL-14981,0.14,FORK,0.0303,Null,Null,U
nepMACFLMACFL-14982,0.156,FORK,0.0393,Null,Null,U
nepMACFLMACFL-14983,0.145,FORK,0.0356,Null,Null,U
nepMACFLMACFL-14984,0.145,FORK,0.0357,Null,Null,U
nepMACFLMACFL-14985,0.15,FORK,0.04,Null,Null,U
nepMACFLMACFL-14986,0.143,FORK,0.0337,Null,Null,U
nepMACFLMACFL-14987,0.145,FORK,0.0356,Null,Null,U
nepMACFLMACFL-14988,0.144,FORK,0.036,Null,Null,U
nepMACFLMACFL-14989,0.15,FORK,0.0368,Null,Null,U
nepMACFLMACFL-14990,0.142,FORK,0.0313,Null,Null,U
nepMACFLMACFL-14991,0.143,FORK,0.0322,Null,Null,U
nepMACFLMACFL-14992,0.151,FORK,0.0388,Null,Null,U
nepMACFLMACFL-14993,0.142,FORK,0.0322,Null,Null,U
nepMACFLMACFL-14994,0.157,FORK,0.0415,Null,Null,U
nepMACFLMACFL-14995,0.159,FORK,0.0418,Null,Null,U
nepMACFLMACFL-14996,0.148,FORK,0.036,Null,Null,U
nepMACFLMACFL-14997,0.152,FORK,0.0373,Null,Null,U
nepMACFLMACFL-14998,0.15,FORK,0.0353,Null,Null,U
nepMACFLMACFL-14999,0.141,FORK,0.0335,Null,Null,U
nepMACFLMACFL-15000,0.15,FORK,0.0397,Null,Null,U
nepMACFLMACFL-15001,0.155,FORK,0.0433,Null,Null,U
nepMACFLMACFL-15002,0.15,FORK,0.0338,Null,Null,U
nepMACFLMACFL-15003,0.145,FORK,0.0304,Null,Null,U
nepMACFLMACFL-15004,0.166,FORK,0.0541,Null,Null,U
nepMACFLMACFL-15005,0.162,FORK,0.0462,Null,Null,U
nepMACFLMACFL-15006,0.186,FORK,0.0725,Null,Null,U
nepMACFLMACFL-15007,0.16,FORK,0.0442,Null,Null,U
nepMACFLMACFL-15008,0.176,FORK,0.0646,Null,Null,U
nepMACFLMACFL-15009,0.168,FORK,0.0524,Null,Null,U
nepMACFLMACFL-15010,0.144,FORK,0.0315,Null,Null,U
nepMACFLMACFL-15011,0.147,FORK,0.0342,Null,Null,U
nepMACFLMACFL-15012,0.148,FORK,0.0377,Null,Null,U
nepMACFLMACFL-15013,0.155,FORK,0.0397,Null,Null,U
nepMACFLMACFL-15014,0.163,FORK,0.0496,Null,Null,U
nepMACFLMACFL-15015,0.145,FORK,0.0371,Null,Null,U
nepMACFLMACFL-15016,0.189,FORK,0.0811,Null,Null,U
nepMACFLMACFL-15017,0.145,FORK,0.0321,Null,Null,U
nepMACFLMACFL-15018,0.159,FORK,0.0495,Null,Null,U
nepMACFLMACFL-15019,0.15,FORK,0.0381,Null,Null,U
nepMACFLMACFL-15020,0.158,FORK,0.0438,Null,Null,U
nepMACFLMACFL-15021,0.155,FORK,0.0399,Null,Null,U
nepMACFLMACFL-15022,0.152,FORK,0.0361,Null,Null,U
nepMACFLMACFL-15023,0.169,FORK,0.0483,Null,Null,U
nepMACFLMACFL-15024,0.15,FORK,0.0375,Null,Null,U
nepMACFLMACFL-15025,0.149,FORK,0.0329,Null,Null,U
nepMACFLMACFL-15026,0.156,FORK,0.0403,Null,Null,U
nepMACFLMACFL-15027,0.154,FORK,0.0413,Null,Null,U
nepMACFLMACFL-15028,0.152,FORK,0.0356,Null,Null,U
nepMACFLMACFL-15029,0.152,FORK,0.0363,Null,Null,U
nepMACFLMACFL-15030,0.184,FORK,0.0734,Null,Null,U
nepMACFLMACFL-15031,0.163,FORK,0.0493,Null,Null,U
nepMACFLMACFL-15032,0.15,FORK,0.0387,Null,Null,U
nepMACFLMACFL-15033,0.155,FORK,0.0403,Null,Null,U
nepMACFLMACFL-15034,0.152,FORK,0.0384,Null,Null,U
nepMACFLMACFL-15035,0.143,FORK,0.0343,Null,Null,U
nepMACFLMACFL-15036,0.158,FORK,0.0462,Null,Null,U
nepMACFLMACFL-15037,0.152,FORK,0.0357,Null,Null,U
nepMACFLMACFL-15038,0.172,FORK,0.0586,Null,Null,U
nepMACFLMACFL-15039,0.143,FORK,0.0326,Null,Null,U
nepMACFLMACFL-15040,0.161,FORK,0.0373,Null,Null,U
nepMACFLMACFL-15041,0.15,FORK,0.0327,Null,Null,U
nepMACFLMACFL-15042,0.154,FORK,0.0393,Null,Null,U
nepMACFLMACFL-15043,0.165,FORK,0.047,Null,Null,U
nepMACFLMACFL-15044,0.166,FORK,0.0526,Null,Null,U
nepMACFLMACFL-15045,0.148,FORK,0.0355,Null,Null,U
nepMACFLMACFL-15046,0.18,FORK,0.0617,Null,Null,U
nepMACFLMACFL-15047,0.167,FORK,0.0461,Null,Null,U
nepMACFLMACFL-15048,0.154,FORK,0.0423,Null,Null,U
nepMACFLMACFL-15049,0.154,FORK,0.0438,Null,Null,U
nepMACFLMACFL-15050,0.144,FORK,0.0335,Null,Null,U
nepMACFLMACFL-15051,0.166,FORK,0.0505,Null,Null,U
nepMACFLMACFL-15052,0.154,FORK,0.0396,Null,Null,U
nepMACFLMACFL-15053,0.143,FORK,0.0331,Null,Null,U
nepMACFLMACFL-15054,0.149,FORK,0.0379,Null,Null,U
nepMACFLMACFL-15055,0.151,FORK,0.0394,Null,Null,U
nepMACFLMACFL-15056,0.155,FORK,0.0368,Null,Null,U
nepMACFLMACFL-15057,0.149,FORK,0.0355,Null,Null,U
nepMACFLMACFL-15058,0.156,FORK,0.0387,Null,Null,U
nepMACFLMACFL-15059,0.145,FORK,0.032,Null,Null,U
nepMACFLMACFL-15060,0.153,FORK,0.0384,Null,Null,U
nepMACFLMACFL-15061,0.145,FORK,0.0346,Null,Null,U
nepMACFLMACFL-15062,0.162,FORK,0.0472,Null,Null,U
nepMACFLMACFL-15063,0.168,FORK,0.0548,Null,Null,U
nepMACFLMACFL-15064,0.153,FORK,0.0379,Null,Null,U
nepMACFLMACFL-15065,0.162,FORK,0.0453,Null,Null,U
nepMACFLMACFL-15066,0.155,FORK,0.0435,Null,Null,U
nepMACFLMACFL-15067,0.162,FORK,0.0458,Null,Null,U
nepMACFLMACFL-15068,0.163,FORK,0.0524,Null,Null,U
nepMACFLMACFL-15069,0.17,FORK,0.0489,Null,Null,U
nepMACFLMACFL-15070,0.15,FORK,0.0357,Null,Null,U
nepMACFLMACFL-15071,0.161,FORK,0.0449,Null,Null,U
nepMACFLMACFL-15072,0.151,FORK,0.0341,Null,Null,U
nepMACFLMACFL-15073,0.153,FORK,0.0367,Null,Null,U
nepMACFLMACFL-15074,0.143,FORK,0.0327,Null,Null,U
nepMACFLMACFL-15075,0.183,FORK,0.068,Null,Null,U
nepMACFLMACFL-15076,0.146,FORK,0.031,Null,Null,U
nepMACFLMACFL-15077,0.151,FORK,0.0372,Null,Null,U
nepMACFLMACFL-15078,0.149,FORK,0.0379,Null,Null,U
nepMACFLMACFL-15079,0.145,FORK,0.0333,Null,Null,U
nepMACFLMACFL-15080,0.157,FORK,0.0466,Null,Null,U
nepMACFLMACFL-15081,0.153,FORK,0.0358,Null,Null,U
nepMACFLMACFL-15082,0.174,FORK,0.0543,Null,Null,U
nepMACFLMACFL-15083,0.17,FORK,0.0545,Null,Null,U
nepMACFLMACFL-15084,0.145,FORK,0.0316,Null,Null,U
nepMACFLMACFL-15085,0.177,FORK,0.0591,Null,Null,U
nepMACFLMACFL-15086,0.164,FORK,0.0463,Null,Null,U
nepMACFLMACFL-15087,0.161,FORK,0.0428,Null,Null,U
nepMACFLMACFL-15088,0.147,FORK,0.0315,Null,Null,U
nepMACFLMACFL-15089,0.147,FORK,0.0324,Null,Null,U
nepMACFLMACFL-15090,0.166,FORK,0.0505,Null,Null,U
nepMACFLMACFL-15091,0.154,FORK,0.039,Null,Null,U
nepMACFLMACFL-15092,0.149,FORK,0.0379,Null,Null,U
nepMACFLMACFL-15093,0.151,FORK,0.0369,Null,Null,U
nepMACFLMACFL-15094,0.16,FORK,0.0447,Null,Null,U
nepMACFLMACFL-15095,0.173,FORK,0.0526,Null,Null,U
nepMACFLMACFL-15096,0.161,FORK,0.0445,Null,Null,U
nepMACFLMACFL-15097,0.152,FORK,0.0401,Null,Null,U
nepMACFLMACFL-15098,0.157,FORK,0.0484,Null,Null,U
nepMACFLMACFL-15099,0.174,FORK,0.0559,Null,Null,U
nepMACFLMACFL-15100,0.146,FORK,0.033,Null,Null,U
nepMACFLMACFL-15101,0.161,FORK,0.0479,Null,Null,U
nepMACFLMACFL-15102,0.147,FORK,0.033,Null,Null,U
nepMACFLMACFL-15103,0.172,FORK,0.0586,Null,Null,U
nepMACFLMACFL-15104,0.165,FORK,0.0521,Null,Null,U
nepMACFLMACFL-15105,0.156,FORK,0.0405,Null,Null,U
nepMACFLMACFL-15106,0.149,FORK,0.0377,Null,Null,U
nepMACFLMACFL-15107,0.15,FORK,0.0361,Null,Null,U
nepMACFLMACFL-15108,0.164,FORK,0.0439,Null,Null,U
nepMACFLMACFL-15109,0.16,FORK,0.0437,Null,Null,U
nepMACFLMACFL-15110,0.156,FORK,0.043,Null,Null,U
nepMACFLMACFL-15111,0.15,FORK,0.0374,Null,Null,U
nepMACFLMACFL-15112,0.151,FORK,0.0381,Null,Null,U
nepMACFLMACFL-15113,0.149,FORK,0.0359,Null,Null,U
nepMACFLMACFL-15114,0.167,FORK,0.0525,Null,Null,U
nepMACFLMACFL-15115,0.185,FORK,0.0779,Null,Null,U
nepMACFLMACFL-15116,0.16,FORK,0.043,Null,Null,U
nepMACFLMACFL-15117,0.168,FORK,0.0559,Null,Null,U
nepMACFLMACFL-15118,0.149,FORK,0.0358,Null,Null,U
nepMACFLMACFL-15119,0.155,FORK,0.046,Null,Null,U
nepMACFLMACFL-15120,0.159,FORK,0.0418,Null,Null,U
nepMACFLMACFL-15121,0.159,FORK,0.0415,Null,Null,U
nepMACFLMACFL-15122,0.185,FORK,0.0685,Null,Null,U
nepMACFLMACFL-15123,0.151,FORK,0.0382,Null,Null,U
nepMACFLMACFL-15124,0.161,FORK,0.0462,Null,Null,U
nepMACFLMACFL-15125,0.148,FORK,0.0345,Null,Null,U
nepMACFLMACFL-15126,0.144,FORK,0.0329,Null,Null,U
nepMACFLMACFL-15127,0.166,FORK,0.0489,Null,Null,U
nepMACFLMACFL-15128,0.159,FORK,0.0411,Null,Null,U
nepMACFLMACFL-15129,0.165,FORK,0.0479,Null,Null,U
nepMACFLMACFL-15130,0.172,FORK,0.0597,Null,Null,U
nepMACFLMACFL-15131,0.164,FORK,0.0497,Null,Null,U
nepMACFLMACFL-15132,0.147,FORK,0.0331,Null,Null,U
nepMACFLMACFL-15133,0.158,FORK,0.0416,Null,Null,U
nepMACFLMACFL-15134,0.146,FORK,0.0335,Null,Null,U
nepMACFLMACFL-15135,0.152,FORK,0.0373,Null,Null,U
nepMACFLMACFL-15136,0.155,FORK,0.0404,Null,Null,U
nepMACFLMACFL-15137,0.16,FORK,0.0445,Null,Null,U
nepMACFLMACFL-15138,0.155,FORK,0.0412,Null,Null,U
nepMACFLMACFL-15139,0.159,FORK,0.044,Null,Null,U
nepMACFLMACFL-15140,0.144,FORK,0.033,Null,Null,U
nepMACFLMACFL-15141,0.187,FORK,0.0718,Null,Null,U
nepMACFLMACFL-15142,0.174,FORK,0.0609,Null,Null,U
nepMACFLMACFL-15143,0.153,FORK,0.0374,Null,Null,U
nepMACFLMACFL-15144,0.158,FORK,0.0409,Null,Null,U
nepMACFLMACFL-15145,0.161,FORK,0.0528,Null,Null,U
nepMACFLMACFL-15146,0.163,FORK,0.0543,Null,Null,U
nepMACFLMACFL-15147,0.148,FORK,0.0411,Null,Null,U
nepMACFLMACFL-15148,0.157,FORK,0.0492,Null,Null,U
nepMACFLMACFL-15149,0.148,FORK,0.0382,Null,Null,U
nepMACFLMACFL-15150,0.143,FORK,0.0324,Null,Null,U
nepMACFLMACFL-15151,0.155,FORK,0.0448,Null,Null,U
nepMACFLMACFL-15152,0.173,FORK,0.065,Null,Null,U
nepMACFLMACFL-15153,0.155,FORK,0.0444,Null,Null,U
nepMACFLMACFL-15154,0.169,FORK,0.059,Null,Null,U
nepMACFLMACFL-15155,0.155,FORK,0.0445,Null,Null,U
nepMACFLMACFL-15156,0.171,FORK,0.0619,Null,Null,U
nepMACFLMACFL-15157,0.139,FORK,0.0313,Null,Null,U
nepMACFLMACFL-15158,0.147,FORK,0.0368,Null,Null,U
nepMACFLMACFL-15159,0.158,FORK,0.0477,Null,Null,U
nepMACFLMACFL-15160,0.15,FORK,0.0377,Null,Null,U
nepMACFLMACFL-15161,0.143,FORK,0.0345,Null,Null,U
nepMACFLMACFL-15162,0.14,FORK,0.0338,Null,Null,U
nepMACFLMACFL-15163,0.149,FORK,0.0369,Null,Null,U
nepMACFLMACFL-15164,0.148,FORK,0.0373,Null,Null,U
nepMACFLMACFL-15165,0.147,FORK,0.035,Null,Null,U
nepMACFLMACFL-15166,0.136,FORK,0.0355,Null,Null,U
nepMACFLMACFL-15167,0.143,FORK,0.0321,Null,Null,U
nepMACFLMACFL-15168,0.138,FORK,0.0308,Null,Null,U
nepMACFLMACFL-15169,0.14,FORK,0.0304,Null,Null,U
nepMACFLMACFL-15170,0.141,FORK,0.0315,Null,Null,U
nepMACFLMACFL-15171,0.154,FORK,0.0413,Null,Null,U
nepMACFLMACFL-15172,0.159,FORK,0.0491,Null,Null,U
nepMACFLMACFL-15173,0.175,FORK,0.0666,Null,Null,U
nepMACFLMACFL-15174,0.164,FORK,0.0541,Null,Null,U
nepMACFLMACFL-15175,0.167,FORK,0.057,Null,Null,U
nepMACFLMACFL-15176,0.163,FORK,0.0545,Null,Null,U
nepMACFLMACFL-15177,0.141,FORK,0.031,Null,Null,U
nepMACFLMACFL-15178,0.149,FORK,0.0368,Null,Null,U
nepMACFLMACFL-15179,0.155,FORK,0.0401,Null,Null,U
nepMACFLMACFL-15180,0.153,FORK,0.0428,Null,Null,U
nepMACFLMACFL-15181,0.18,FORK,0.073,Null,Null,U
nepMACFLMACFL-15182,0.149,FORK,0.039,Null,Null,U
nepMACFLMACFL-15183,0.142,FORK,0.031,Null,Null,U
nepMACFLMACFL-15184,0.153,FORK,0.0392,Null,Null,U
nepMACFLMACFL-15185,0.137,FORK,0.0316,Null,Null,U
nepMACFLMACFL-15186,0.157,FORK,0.0486,Null,Null,U
nepMACFLMACFL-15187,0.166,FORK,0.0546,Null,Null,U
nepMACFLMACFL-15188,0.163,FORK,0.0528,Null,Null,U
nepMACFLMACFL-15189,0.153,FORK,0.0379,Null,Null,U
nepMACFLMACFL-15190,0.147,FORK,0.0339,Null,Null,U
nepMACFLMACFL-15191,0.145,FORK,0.0401,Null,Null,U
nepMACFLMACFL-15192,0.14,FORK,0.0317,Null,Null,U
